PlantCode,GenID,bus,FuelType,Pg,Pmax,Pmin,Qg,Qmax,Qmin,Lat,Lon
292,2,1755,Conventional Hydroelectric,0.933339916,2.8,0,0,18.7771429,-14.6707143,38.889862,-121.098525
294,1,1724,Conventional Hydroelectric,3.33335758,10.0,0,0,7.5,-3.35,41.978914,-122.335317
294,2,1724,Conventional Hydroelectric,3.33335758,10.0,0,0,7.5,-3.35,41.978914,-122.335317
295,1,8064,Conventional Hydroelectric,4.50003288,13.5,0,0,6.55,-4.5,41.975716,-122.358127
295,2,8064,Conventional Hydroelectric,4.50003288,13.5,0,0,6.55,-4.5,41.975716,-122.358127
296,1,8064,Conventional Hydroelectric,0.166667613,0.5,0,0,6.55,-4.5,41.985605,-122.360455
296,2,8064,Conventional Hydroelectric,0.133334067,0.4,0,0,6.55,-4.5,41.985605,-122.360455
296,3,8064,Conventional Hydroelectric,0.400002707,1.2,0,0,6.55,-4.5,41.985605,-122.360455
297,1,1723,Conventional Hydroelectric,6.00004391,18.0,0,0,18.7771429,-14.6707143,41.932981,-122.43678
314,1,1722,Conventional Hydroelectric,0.666671339,2.0,0,0,18.7771429,-14.6707143,32.673097,-115.392026
314,2,1722,Conventional Hydroelectric,0.666671339,2.0,0,0,18.7771429,-14.6707143,32.673097,-115.392026
318,3,1632,Conventional Hydroelectric,5.26670527,15.8,0,0,5.325,-5.325,37.2,-119.3069
318,4,1632,Conventional Hydroelectric,5.26670527,15.8,0,0,5.325,-5.325,37.2,-119.3069
318,5,1632,Conventional Hydroelectric,5.83337612,17.5,0,0,5.325,-5.325,37.2,-119.3069
318,6,1632,Conventional Hydroelectric,5.83337612,17.5,0,0,5.325,-5.325,37.2,-119.3069
319,1,1644,Conventional Hydroelectric,11.3334167,34.0,0,0,0.0,0.0,37.148517,-119.386623
319,2,1644,Conventional Hydroelectric,11.3334167,34.0,0,0,0.0,0.0,37.148517,-119.386623
319,3,1644,Conventional Hydroelectric,11.3334167,34.0,0,0,0.0,0.0,37.148517,-119.386623
319,4,1644,Conventional Hydroelectric,12.0000882,36.0,0,0,17.4,-12.0,37.148517,-119.386623
319,5,1644,Conventional Hydroelectric,12.1667561,36.5,0,0,17.7,-12.2,37.148517,-119.386623
321,1,1635,Conventional Hydroelectric,10.0000735,30.0,0,0,0.0,0.0,37.2096,-119.3289
321,2,1635,Conventional Hydroelectric,15.0001104,45.0,0,0,21.8,-15.0,37.2096,-119.3289
322,1,1632,Conventional Hydroelectric,18.3334684,55.0,0,0,5.325,-5.325,37.200062,-119.30681
322,2,1632,Conventional Hydroelectric,18.3334684,55.0,0,0,5.325,-5.325,37.200062,-119.30681
323,1,1631,Conventional Hydroelectric,0.833339198,2.5,0,0,18.7771429,-14.6707143,37.273581,-118.573339
323,2,1631,Conventional Hydroelectric,0.833339198,2.5,0,0,18.7771429,-14.6707143,37.273581,-118.573339
323,3,1631,Conventional Hydroelectric,0.766672054,2.3,0,0,18.7771429,-14.6707143,37.273581,-118.573339
324,1,8381,Conventional Hydroelectric,0.933339916,2.8,0,0,18.7771429,-14.6707143,37.301962,-118.531957
324,2,8381,Conventional Hydroelectric,0.933339916,2.8,0,0,18.7771429,-14.6707143,37.301962,-118.531957
324,3,8381,Conventional Hydroelectric,0.933339916,2.8,0,0,18.7771429,-14.6707143,37.301962,-118.531957
325,1,1629,Conventional Hydroelectric,0.333335524,1.0,0,0,18.7771429,-14.6707143,37.323035,-118.501714
325,2,1629,Conventional Hydroelectric,0.333335524,1.0,0,0,18.7771429,-14.6707143,37.323035,-118.501714
325,3,1629,Conventional Hydroelectric,0.66667134,2.0,0,0,18.7771429,-14.6707143,37.323035,-118.501714
325,4,1629,Conventional Hydroelectric,0.733338483,2.2,0,0,18.7771429,-14.6707143,37.323035,-118.501714
325,5,1629,Conventional Hydroelectric,0.66667134,2.0,0,0,18.7771429,-14.6707143,37.323035,-118.501714
326,1,2312,Conventional Hydroelectric,0.66667134,2.0,0,0,18.7771429,-14.6707143,37.3344,-118.4797
326,2,2312,Conventional Hydroelectric,0.833339198,2.5,0,0,18.7771429,-14.6707143,37.3344,-118.4797
327,1,2247,Conventional Hydroelectric,0.533337043,1.6,0,0,18.7771429,-14.6707143,37.3499,-118.4628
328,1,285,Conventional Hydroelectric,1.00000706,3.0,0,0,18.7771429,-14.6707143,35.588069,-118.524804
328,2,285,Conventional Hydroelectric,1.00000706,3.0,0,0,18.7771429,-14.6707143,35.588069,-118.524804
328,3,285,Conventional Hydroelectric,2.00001441,6.0,0,0,18.7771429,-14.6707143,35.588069,-118.524804
332,1,990,Conventional Hydroelectric,0.500003463,1.5,0,0,18.7771429,-14.6707143,34.155162,-117.397119
332,2,990,Conventional Hydroelectric,0.500003463,1.5,0,0,18.7771429,-14.6707143,34.155162,-117.397119
337,1,2313,Conventional Hydroelectric,0.766672054,2.3,0,0,18.7771429,-14.6707143,36.465066,-118.862023
339,1,1663,Conventional Hydroelectric,6.83338338,20.5,0,0,9.9,-6.8,35.776185,-118.436233
339,2,1663,Conventional Hydroelectric,6.60004833,19.8,0,0,18.7771429,-14.6707143,35.776185,-118.436233
340,1,1662,Conventional Hydroelectric,2.20001589,6.6,0,0,3.2,-2.2,35.460303,-118.77959
340,2,1662,Conventional Hydroelectric,2.20001589,6.6,0,0,3.2,-2.2,35.460303,-118.77959
340,3,1662,Conventional Hydroelectric,2.20001589,6.6,0,0,3.2,-2.2,35.460303,-118.77959
340,4,1662,Conventional Hydroelectric,2.20001589,6.6,0,0,3.2,-2.2,35.460303,-118.77959
344,1,1636,Conventional Hydroelectric,31.6669003,95.0,0,0,0.0,0.0,37.220302,-119.337983
344,2,1636,Conventional Hydroelectric,31.6669003,95.0,0,0,0.0,0.0,37.220302,-119.337983
353,1,1602,Conventional Hydroelectric,3.76669416,11.3,0,0,18.7771429,-14.6707143,37.944237,-119.2161
357,1,2361,Conventional Hydroelectric,1.96668083,5.9,0,0,18.7771429,-14.6707143,37.766954,-119.123284
357,2,2361,Conventional Hydroelectric,2.40001736,7.2,0,0,18.7771429,-14.6707143,37.766954,-119.123284
361,1,1842,Conventional Hydroelectric,0.266668341,0.8,0,0,18.7771429,-14.6707143,34.14522,-117.058481
361,2,1842,Conventional Hydroelectric,0.266668341,0.8,0,0,18.7771429,-14.6707143,34.14522,-117.058481
361,3,1842,Conventional Hydroelectric,0.266668341,0.8,0,0,18.7771429,-14.6707143,34.14522,-117.058481
361,4,1842,Conventional Hydroelectric,0.266668341,0.8,0,0,18.7771429,-14.6707143,34.14522,-117.058481
365,1,1892,Conventional Hydroelectric,0.433336296,1.3,0,0,18.7771429,-14.6707143,36.13568,-118.788868
365,2,1892,Conventional Hydroelectric,0.433336296,1.3,0,0,18.7771429,-14.6707143,36.13568,-118.788868
376,1,2237,Conventional Hydroelectric,2.5000181,7.5,0,0,4.76666667,-2.63333333,38.2569,-120.8507
376,2,2237,Conventional Hydroelectric,2.5000181,7.5,0,0,4.76666667,-2.63333333,38.2569,-120.8507
376,3,2237,Conventional Hydroelectric,2.86668747,8.6,0,0,4.76666667,-2.63333333,38.2569,-120.8507
380,1,1446,Conventional Hydroelectric,26.133526,78.4,0,0,25.8,-25.8,37.896649,-119.9675
380,2,1446,Conventional Hydroelectric,26.133526,78.4,0,0,25.8,-25.8,37.896649,-119.9675
382,1,1446,Conventional Hydroelectric,13.1667635,39.5,0,0,13.0,-13.0,37.877667,-119.953233
382,2,1446,Conventional Hydroelectric,13.1667635,39.5,0,0,13.0,-13.0,37.877667,-119.953233
382,3,1446,Conventional Hydroelectric,12.1667561,36.5,0,0,17.7,-12.2,37.877667,-119.953233
385,1,194,Conventional Hydroelectric,1.66667861,5.0,0,0,18.7771429,-14.6707143,32.705435,-115.030975
385,2,194,Conventional Hydroelectric,1.66667861,5.0,0,0,18.7771429,-14.6707143,32.705435,-115.030975
386,1,1719,Conventional Hydroelectric,1.60001146,4.8,0,0,18.7771429,-14.6707143,32.705428,-115.126103
386,2,1719,Conventional Hydroelectric,1.46667714,4.4,0,0,18.7771429,-14.6707143,32.705428,-115.126103
387,1,1718,Conventional Hydroelectric,3.33335761,10.0,0,0,18.7771429,-14.6707143,32.705341,-115.219067
387,2,1718,Conventional Hydroelectric,3.20002329,9.6,0,0,18.7771429,-14.6707143,32.705341,-115.219067
388,1,1528,Conventional Hydroelectric,5.50004029,16.5,0,0,12.4,-5.5,32.736642,-114.713858
388,2,1528,Conventional Hydroelectric,5.50004029,16.5,0,0,12.4,-5.5,32.736642,-114.713858
391,1,1639,Conventional Hydroelectric,1.06667422,3.2,0,0,18.7771429,-14.6707143,37.142795,-118.324075
396,1,8832,Conventional Hydroelectric,3.36669119,10.1,0,0,18.7771429,-14.6707143,34.318248,-118.494449
397,1,371,Conventional Hydroelectric,0.666671339,2.0,0,0,18.7771429,-14.6707143,34.103931,-118.413377
398,1,209,Conventional Hydroelectric,0.933339917,2.8,0,0,18.7771429,-14.6707143,36.109722,-117.956667
398,2,209,Conventional Hydroelectric,0.933339917,2.8,0,0,18.7771429,-14.6707143,36.109722,-117.956667
401,1,1606,Conventional Hydroelectric,12.5000919,37.5,0,0,0.0,0.0,37.51,-118.569167
403,1,8832,Conventional Hydroelectric,0.933339917,2.8,0,0,18.7771429,-14.6707143,34.312778,-118.492778
403,2,8832,Conventional Hydroelectric,0.933339917,2.8,0,0,18.7771429,-14.6707143,34.312778,-118.492778
407,1,1606,Conventional Hydroelectric,12.5000919,37.5,0,0,0.0,0.0,37.546036,-118.590001
410,1,615,Conventional Hydroelectric,3.00002181,9.0,0,0,18.7771429,-14.6707143,37.522065,-120.31009
412,2P,745,Conventional Hydroelectric,14.6667746,44.0,0,0,6.3,-6.3,39.177903,-120.890856
413,3P,744,Conventional Hydroelectric,9.1000668,27.3,0,0,3.9,-3.9,39.2184,-120.8352
414,1,1888,Conventional Hydroelectric,3.33335761,10.0,0,0,18.7771429,-14.6707143,38.202569,-120.076983
415,H1,1887,Conventional Hydroelectric,24.000177,72.0,0,0,34.9,-24.0,38.246656,-120.034072
416,1,1593,Conventional Hydroelectric,3.90002848,11.7,0,0,18.7771429,-14.6707143,37.876111,-120.605
416,2,1593,Conventional Hydroelectric,3.90002848,11.7,0,0,18.7771429,-14.6707143,37.876111,-120.605
416,3,1593,Conventional Hydroelectric,2.1666823,6.5,0,0,18.7771429,-14.6707143,37.876111,-120.605
418,1,8400,Conventional Hydroelectric,3.33335761,10.0,0,0,18.7771429,-14.6707143,39.531784,-121.491247
424,1,1500,Conventional Hydroelectric,5.10003737,15.3,0,0,18.7771429,-14.6707143,39.077971,-120.406069
425,1,8565,Conventional Hydroelectric,20.4001503,61.2,0,0,29.6,-20.4,39.024801,-120.596383
425,2,8565,Conventional Hydroelectric,20.4001503,61.2,0,0,26.6,-18.3,39.024801,-120.596383
426,1,2221,Conventional Hydroelectric,2.03334798,6.1,0,0,18.7771429,-14.6707143,39.003372,-120.746651
427,1,2221,Conventional Hydroelectric,26.4001947,79.2,0,0,38.4,-26.4,39.000999,-120.725053
430,H1,1586,Conventional Hydroelectric,26.3001939,78.9,0,0,25.9,-25.9,38.82881,-120.537089
430,H2,1586,Conventional Hydroelectric,26.3001939,78.9,0,0,25.9,-25.9,38.82881,-120.537089
431,H1,1586,Conventional Hydroelectric,26.933532,80.8,0,0,26.6,-26.6,38.83405,-120.53176
431,H2,1586,Conventional Hydroelectric,26.933532,80.8,0,0,26.6,-26.6,38.83405,-120.53176
432,H1,1584,Conventional Hydroelectric,24.7001821,74.1,0,0,24.4,-24.4,38.982697,-120.324503
433,1,1585,Conventional Hydroelectric,8.50006236,25.5,0,0,8.4,-8.4,38.896511,-120.378292
436,1,1005,Conventional Hydroelectric,19.9334802,59.8,0,0,19.7,-19.7,34.2056,-117.3344
436,2,1005,Conventional Hydroelectric,19.9334802,59.8,0,0,19.7,-19.7,34.2056,-117.3344
436,3,1005,Conventional Hydroelectric,26.1001925,78.3,0,0,25.7,-25.7,34.2056,-117.3344
436,4,1005,Conventional Hydroelectric,26.1001925,78.3,0,0,25.7,-25.7,34.2056,-117.3344
437,1,8400,Conventional Hydroelectric,39.0002878,117.0,0,0,38.5,-38.5,39.542985,-121.492188
437,2,8400,Hydroelectric Pumped Storage,32.5669069,97.7,0,0,60.5,-32.6,39.542985,-121.492188
437,3,8400,Conventional Hydroelectric,39.0002878,117.0,0,0,38.5,-38.5,39.542985,-121.492188
437,4,8400,Hydroelectric Pumped Storage,32.5669069,97.7,0,0,60.5,-32.6,39.542985,-121.492188
437,5,8400,Conventional Hydroelectric,39.0002878,117.0,0,0,38.5,-38.5,39.542985,-121.492188
437,6,8400,Hydroelectric Pumped Storage,32.5669069,97.7,0,0,60.5,-32.6,39.542985,-121.492188
439,1,1891,Conventional Hydroelectric,15.1667783,45.5,0,0,15.0,-15.0,37.695994,-120.420152
439,2,1891,Conventional Hydroelectric,15.1667783,45.5,0,0,15.0,-15.0,37.695994,-120.420152
439,3,1891,Conventional Hydroelectric,15.1667783,45.5,0,0,15.0,-15.0,37.695994,-120.420152
439,4,1891,Conventional Hydroelectric,11.4334174,34.3,0,0,16.6,-11.4,37.695994,-120.420152
441,1,8684,Conventional Hydroelectric,22.0668293,66.2,0,0,0.0,0.0,38.70675,-121.158443
441,2,8684,Conventional Hydroelectric,22.0668293,66.2,0,0,0.0,0.0,38.70675,-121.158443
441,3,8684,Conventional Hydroelectric,22.0668293,66.2,0,0,0.0,0.0,38.70675,-121.158443
442,1,1733,Conventional Hydroelectric,25.7335231,77.2,0,0,35.2,-35.2,40.646934,-122.626973
442,2,1733,Conventional Hydroelectric,25.7335231,77.2,0,0,35.2,-35.2,40.646934,-122.626973
443,1,8414,Conventional Hydroelectric,13.0000956,39.0,0,0,0.0,0.0,40.611858,-122.446441
443,2,8414,Conventional Hydroelectric,13.0000956,39.0,0,0,0.0,0.0,40.611858,-122.446441
443,3,8414,Conventional Hydroelectric,13.0000956,39.0,0,0,0.0,0.0,40.611858,-122.446441
444,1,2339,Conventional Hydroelectric,2.23334946,6.7,0,0,18.7771429,-14.6707143,38.63735,-121.220198
444,2,2339,Conventional Hydroelectric,2.23334946,6.7,0,0,18.7771429,-14.6707143,38.63735,-121.220198
445,1,1498,Conventional Hydroelectric,47.3336827,142.0,0,0,0.0,0.0,40.717455,-122.422274
445,2,1498,Conventional Hydroelectric,47.3336827,142.0,0,0,0.0,0.0,40.717455,-122.422274
445,3,1498,Conventional Hydroelectric,47.3336827,142.0,0,0,0.0,0.0,40.717455,-122.422274
445,4,1498,Conventional Hydroelectric,47.3336827,142.0,0,0,0.0,0.0,40.717455,-122.422274
445,5,1498,Conventional Hydroelectric,47.3336827,142.0,0,0,0.0,0.0,40.717455,-122.422274
445,S1,1498,Conventional Hydroelectric,0.666671338,2.0,0,0,18.7771429,-14.6707143,40.717455,-122.422274
445,S2,1498,Conventional Hydroelectric,0.666671338,2.0,0,0,18.7771429,-14.6707143,40.717455,-122.422274
447,1,8724,Conventional Hydroelectric,10.0000735,30.0,0,0,0.0,0.0,34.295334,-114.140222
447,2,8724,Conventional Hydroelectric,10.0000735,30.0,0,0,0.0,0.0,34.295334,-114.140222
447,3,8724,Conventional Hydroelectric,10.0000735,30.0,0,0,0.0,0.0,34.295334,-114.140222
447,4,8724,Conventional Hydroelectric,10.0000735,30.0,0,0,0.0,0.0,34.295334,-114.140222
448,1,1642,Hydroelectric Pumped Storage,17.6667968,53.0,0,0,17.4,-17.4,37.0692,-121.0772
448,2,1642,Hydroelectric Pumped Storage,17.6667968,53.0,0,0,17.4,-17.4,37.0692,-121.0772
448,3,1642,Hydroelectric Pumped Storage,17.6667968,53.0,0,0,17.4,-17.4,37.0692,-121.0772
448,4,1642,Hydroelectric Pumped Storage,17.6667968,53.0,0,0,17.4,-17.4,37.0692,-121.0772
448,5,1642,Hydroelectric Pumped Storage,17.6667968,53.0,0,0,17.4,-17.4,37.0692,-121.0772
448,6,1642,Hydroelectric Pumped Storage,17.6667968,53.0,0,0,17.4,-17.4,37.0692,-121.0772
448,7,1642,Hydroelectric Pumped Storage,17.6667968,53.0,0,0,17.4,-17.4,37.0692,-121.0772
448,8,1642,Hydroelectric Pumped Storage,17.6667968,53.0,0,0,17.4,-17.4,37.0692,-121.0772
450,1,1742,Conventional Hydroelectric,30.0002213,90.0,0,0,29.6,-29.6,40.628115,-122.467509
450,2,1742,Conventional Hydroelectric,30.0002213,90.0,0,0,29.6,-29.6,40.628115,-122.467509
451,1,1731,Conventional Hydroelectric,23.3335054,70.0,0,0,0.0,0.0,40.797296,-122.762553
451,2,1731,Conventional Hydroelectric,23.3335054,70.0,0,0,0.0,0.0,40.797296,-122.762553
454,1,8671,Conventional Hydroelectric,52.5003875,157.5,0,0,76.3,-52.5,39.330833,-121.191666
454,2,8671,Conventional Hydroelectric,52.5003875,157.5,0,0,76.3,-52.5,39.330833,-121.191666
457,HC1,1045,Conventional Hydroelectric,0.233334754,0.7,0,0,18.7771429,-14.6707143,33.166246,-117.016566
457,HC2,1045,Conventional Hydroelectric,0.233334754,0.7,0,0,18.7771429,-14.6707143,33.166246,-117.016566
479,1,1955,Conventional Hydroelectric,0.96667349,2.9,0,0,18.7771429,-14.6707143,33.8343,-117.4971
480,1,799,Conventional Hydroelectric,0.96667349,2.9,0,0,18.7771429,-14.6707143,33.85895,-117.6106
481,1,1865,Conventional Hydroelectric,2.63335243,7.9,0,0,18.7771429,-14.6707143,33.8361,-117.1831
482,1,2056,Conventional Hydroelectric,0.633337765,1.9,0,0,18.7771429,-14.6707143,34.004722,-118.09917
483,1,706,Conventional Hydroelectric,1.03334064,3.1,0,0,18.7771429,-14.6707143,33.92493,-117.95517
487,1,707,Conventional Hydroelectric,1.36667641,4.1,0,0,18.7771429,-14.6707143,33.9001,-117.82905
534,1,105,Conventional Hydroelectric,3.33335761,10.0,0,0,18.7771429,-14.6707143,38.850283,-120.381883
537,1,1786,Conventional Hydroelectric,1.20000852,3.6,0,0,18.7771429,-14.6707143,38.2268,-121.0245
537,2,1786,Conventional Hydroelectric,1.20000852,3.6,0,0,18.7771429,-14.6707143,38.2268,-121.0245
537,3,1786,Conventional Hydroelectric,1.20000852,3.6,0,0,18.7771429,-14.6707143,38.2268,-121.0245
585,1,195,Conventional Hydroelectric,0.633337765,1.9,0,0,18.7771429,-14.6707143,32.711611,-114.942666
585,2,195,Conventional Hydroelectric,0.633337765,1.9,0,0,18.7771429,-14.6707143,32.711611,-114.942666
585,3,195,Conventional Hydroelectric,0.633337765,1.9,0,0,18.7771429,-14.6707143,32.711611,-114.942666
586,1,206,Conventional Hydroelectric,0.800005626,2.4,0,0,18.7771429,-14.6707143,32.699451,-115.28245
626,1,8542,Conventional Hydroelectric,0.466669881,1.4,0,0,18.7771429,-14.6707143,40.07531,-121.16143
632,1,103,Conventional Hydroelectric,4.23336427,12.7,0,0,18.7771429,-14.6707143,38.835182,-121.092982
682,1,1645,Conventional Hydroelectric,46.5003432,139.5,0,0,67.6,-46.5,37.071846,-119.558008
745,1,1954,Conventional Hydroelectric,7.96672509,23.9,0,0,7.9,-7.9,34.10345,-117.5257
776,1,1582,Conventional Hydroelectric,4.0333628,12.1,0,0,18.7771429,-14.6707143,39.580413,-121.119479
